epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,111.931,3.7328,4.56287,3.79519,0.00209,0.16158,0.00127,0.00036,3.36848,4.44316,3.42201,0.00332653,0.00332653,0.0700612
2,224.262,3.14319,3.87535,3.03817,0.13072,0.10022,0.04874,0.01747,2.68857,4.10514,2.79358,0.00663789,0.00663789,0.0400392
3,326.536,2.48716,3.23146,2.48387,0.21161,0.18151,0.123,0.04458,2.32675,3.06558,2.4082,0.00992724,0.00992724,0.00999527
4,430.518,2.15152,2.78218,2.14651,0.32971,0.30515,0.25028,0.10359,2.01685,2.71915,2.13272,0.009901,0.009901,0.009901
5,534.118,1.98309,2.51554,1.9861,0.43976,0.3622,0.33316,0.15182,1.89392,2.35204,1.99893,0.009868,0.009868,0.009868
6,642.454,1.88873,2.32655,1.88754,0.48152,0.39427,0.37714,0.17842,1.81407,2.27401,1.90102,0.009835,0.009835,0.009835
7,746.354,1.82468,2.17614,1.81168,0.5072,0.42781,0.42523,0.2056,1.73828,2.08859,1.81884,0.009802,0.009802,0.009802
8,849.484,1.7839,2.09224,1.77295,0.59876,0.44815,0.48122,0.24491,1.67925,1.94439,1.74762,0.009769,0.009769,0.009769
9,951.231,1.74706,2.00119,1.73513,0.58857,0.46951,0.49624,0.2574,1.6524,1.92752,1.73203,0.009736,0.009736,0.009736
10,1051.63,1.71721,1.93964,1.70819,0.61118,0.49245,0.52994,0.28357,1.61324,1.8116,1.71103,0.009703,0.009703,0.009703
11,1152.8,1.67686,1.86947,1.67848,0.61852,0.50505,0.54566,0.29804,1.59625,1.79442,1.66412,0.00967,0.00967,0.00967
12,1253.45,1.65871,1.82118,1.65344,0.65875,0.52385,0.57416,0.31693,1.55991,1.67628,1.62799,0.009637,0.009637,0.009637
13,1353.93,1.6455,1.77787,1.63903,0.64984,0.53245,0.57962,0.32577,1.53134,1.67074,1.61186,0.009604,0.009604,0.009604
14,1455.78,1.62186,1.7299,1.61046,0.67441,0.54745,0.59827,0.34252,1.50542,1.61592,1.58487,0.009571,0.009571,0.009571
15,1556.1,1.59768,1.70378,1.59402,0.68886,0.5532,0.61248,0.34925,1.48845,1.59392,1.56395,0.009538,0.009538,0.009538
16,1657.21,1.58128,1.65227,1.58652,0.6951,0.57396,0.63023,0.36543,1.4716,1.51856,1.54926,0.009505,0.009505,0.009505
17,1757.75,1.56123,1.62848,1.56912,0.7097,0.57851,0.63922,0.37335,1.47033,1.49806,1.53903,0.009472,0.009472,0.009472
18,1861.77,1.555,1.60086,1.56028,0.68904,0.57754,0.63125,0.37274,1.45856,1.49534,1.52803,0.009439,0.009439,0.009439
19,1962.84,1.5425,1.56693,1.54286,0.71424,0.59229,0.65506,0.38833,1.43921,1.42633,1.51124,0.009406,0.009406,0.009406
20,2063.88,1.52935,1.5541,1.54478,0.714,0.59971,0.66239,0.39843,1.41857,1.43316,1.49942,0.009373,0.009373,0.009373
21,2164.84,1.52066,1.53321,1.53123,0.71921,0.60583,0.66762,0.40145,1.40524,1.43572,1.48794,0.00934,0.00934,0.00934
22,2266.16,1.51256,1.50818,1.52388,0.71363,0.6096,0.67147,0.40623,1.40108,1.39034,1.47594,0.009307,0.009307,0.009307
23,2362,1.50136,1.48649,1.51132,0.70851,0.61058,0.66887,0.40504,1.38894,1.38214,1.47035,0.009274,0.009274,0.009274
24,2457.44,1.50235,1.47323,1.50656,0.73497,0.6091,0.67848,0.41532,1.38994,1.38694,1.47364,0.009241,0.009241,0.009241
25,2551.96,1.49009,1.45643,1.49385,0.72701,0.61856,0.68674,0.42381,1.36873,1.33394,1.45082,0.009208,0.009208,0.009208
26,2646.44,1.4816,1.44037,1.49385,0.7255,0.62537,0.67958,0.41961,1.36,1.33026,1.44382,0.009175,0.009175,0.009175
27,2741.73,1.47358,1.41616,1.47853,0.73477,0.62863,0.69693,0.43599,1.3485,1.2901,1.42925,0.009142,0.009142,0.009142
28,2836.23,1.45667,1.40915,1.47297,0.75633,0.62919,0.70289,0.43833,1.34909,1.28659,1.43761,0.009109,0.009109,0.009109
29,2931.14,1.45515,1.37892,1.46705,0.74797,0.6456,0.70867,0.44042,1.34423,1.27102,1.42509,0.009076,0.009076,0.009076
30,3025.96,1.44414,1.37157,1.46034,0.77113,0.63486,0.71514,0.44837,1.33005,1.23461,1.40826,0.009043,0.009043,0.009043
31,3120.86,1.44275,1.36519,1.45659,0.78114,0.64499,0.72307,0.45868,1.31,1.22333,1.40041,0.00901,0.00901,0.00901
32,3215.66,1.43529,1.34654,1.44961,0.75938,0.65631,0.72732,0.45971,1.31877,1.21337,1.40186,0.008977,0.008977,0.008977
33,3310.19,1.42596,1.34079,1.43843,0.78008,0.65084,0.73136,0.46455,1.31079,1.19259,1.39605,0.008944,0.008944,0.008944
34,3404.44,1.42472,1.32767,1.44838,0.77795,0.66146,0.73683,0.46973,1.30168,1.17834,1.38696,0.008911,0.008911,0.008911
35,3499.62,1.4242,1.31628,1.43432,0.77061,0.65846,0.73373,0.46769,1.29919,1.17841,1.38624,0.008878,0.008878,0.008878
36,3600.17,1.41563,1.30905,1.43156,0.77722,0.66419,0.73914,0.47412,1.29354,1.15929,1.37633,0.008845,0.008845,0.008845
37,3701.34,1.411,1.29625,1.41843,0.76447,0.67018,0.74037,0.47462,1.28523,1.15779,1.37203,0.008812,0.008812,0.008812
38,3796.39,1.4045,1.28612,1.41945,0.76956,0.66704,0.74206,0.47784,1.27887,1.15257,1.36226,0.008779,0.008779,0.008779
39,3890.78,1.39931,1.28687,1.41422,0.7796,0.66811,0.74659,0.48293,1.27429,1.14155,1.36229,0.008746,0.008746,0.008746
40,3985.81,1.38911,1.26841,1.40881,0.78413,0.67122,0.75046,0.48408,1.272,1.12976,1.35855,0.008713,0.008713,0.008713
41,4081.62,1.38588,1.26401,1.40375,0.78134,0.67616,0.75082,0.48862,1.26618,1.11372,1.35078,0.00868,0.00868,0.00868
42,4175.95,1.38227,1.25636,1.39936,0.77119,0.68483,0.7546,0.49275,1.25592,1.10337,1.34535,0.008647,0.008647,0.008647
43,4270.58,1.37649,1.23971,1.39319,0.79021,0.6817,0.76241,0.49793,1.25261,1.08927,1.34186,0.008614,0.008614,0.008614
44,4365.01,1.37511,1.23597,1.3945,0.78967,0.67764,0.75845,0.49747,1.24708,1.09775,1.33981,0.008581,0.008581,0.008581
45,4459.55,1.37598,1.24105,1.39251,0.76489,0.68608,0.75613,0.49888,1.24073,1.09779,1.33181,0.008548,0.008548,0.008548
46,4554.06,1.36656,1.23131,1.38639,0.78498,0.68897,0.76455,0.50297,1.23832,1.07825,1.33259,0.008515,0.008515,0.008515
47,4647.99,1.35746,1.20959,1.38108,0.79293,0.69157,0.76925,0.50677,1.23583,1.07067,1.32667,0.008482,0.008482,0.008482
48,4742.25,1.35313,1.195,1.37223,0.78724,0.69794,0.77174,0.50696,1.23519,1.05679,1.32386,0.008449,0.008449,0.008449
49,4836.97,1.35592,1.19928,1.38041,0.79935,0.68543,0.76905,0.50703,1.23203,1.06397,1.32496,0.008416,0.008416,0.008416
50,4931.94,1.35534,1.19806,1.37644,0.7852,0.6997,0.7719,0.51034,1.22416,1.05502,1.31678,0.008383,0.008383,0.008383
