epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,147.438,3.68059,4.43187,3.59384,0.02212,0.03695,0.005,0.00122,3.20989,4.05072,3.22386,0.00332857,0.00332857,0.0700429
2,285.949,2.9286,3.65935,2.84618,0.17397,0.15323,0.10283,0.0352,2.47891,3.22033,2.60838,0.00663992,0.00663992,0.0400209
3,421.085,2.28939,2.90818,2.30971,0.37099,0.23826,0.20308,0.08006,2.15294,2.75367,2.30959,0.00992927,0.00992927,0.00997689
4,551.601,2.01007,2.47099,2.03334,0.45964,0.36673,0.37025,0.16609,1.86384,2.22045,1.96492,0.009901,0.009901,0.009901
5,681.936,1.86887,2.21149,1.89296,0.52508,0.42075,0.42625,0.20442,1.74508,2.02969,1.84383,0.009868,0.009868,0.009868
6,812.309,1.78811,2.06239,1.81618,0.60109,0.44917,0.48575,0.2481,1.67015,1.91638,1.7851,0.009835,0.009835,0.009835
7,942.575,1.72986,1.93683,1.75532,0.62124,0.48107,0.52175,0.27585,1.62106,1.7848,1.71133,0.009802,0.009802,0.009802
8,1073.66,1.68557,1.85113,1.70728,0.63945,0.5083,0.55952,0.30463,1.56762,1.71967,1.67606,0.009769,0.009769,0.009769
9,1203.49,1.65485,1.7646,1.67518,0.65837,0.53215,0.58986,0.33024,1.53641,1.61884,1.63614,0.009736,0.009736,0.009736
10,1333.51,1.62362,1.71596,1.64679,0.70174,0.55103,0.6172,0.34846,1.52153,1.53392,1.61056,0.009703,0.009703,0.009703
11,1464.19,1.59372,1.66171,1.62107,0.70154,0.56663,0.63153,0.36732,1.47613,1.48779,1.56375,0.00967,0.00967,0.00967
12,1593.86,1.5702,1.6223,1.60566,0.72214,0.58069,0.6516,0.38257,1.45626,1.43826,1.54423,0.009637,0.009637,0.009637
13,1723.79,1.54803,1.57842,1.58015,0.71792,0.58198,0.65382,0.38436,1.4404,1.44163,1.53014,0.009604,0.009604,0.009604
14,1854.73,1.53376,1.54456,1.56913,0.73692,0.58017,0.65841,0.39382,1.42719,1.39477,1.52354,0.009571,0.009571,0.009571
15,1984.71,1.52097,1.52108,1.55135,0.76102,0.59423,0.68477,0.41507,1.41044,1.32766,1.50691,0.009538,0.009538,0.009538
16,2114.79,1.50194,1.47934,1.53754,0.75192,0.60102,0.68086,0.41306,1.3789,1.33139,1.47138,0.009505,0.009505,0.009505
17,2244.64,1.49371,1.45943,1.52475,0.73644,0.63022,0.70215,0.43141,1.37159,1.26867,1.46756,0.009472,0.009472,0.009472
18,2374.62,1.48387,1.42134,1.51703,0.75665,0.62116,0.70206,0.43037,1.35255,1.25752,1.44103,0.009439,0.009439,0.009439
19,2504.63,1.46725,1.40112,1.50712,0.74692,0.64605,0.71447,0.44341,1.34953,1.22707,1.43463,0.009406,0.009406,0.009406
20,2635.23,1.45767,1.38602,1.4936,0.76816,0.63561,0.71582,0.44663,1.33331,1.20377,1.43463,0.009373,0.009373,0.009373
21,2765.15,1.44617,1.36639,1.48696,0.77669,0.63981,0.72392,0.45233,1.32731,1.18953,1.41947,0.00934,0.00934,0.00934
22,2894.94,1.4369,1.36788,1.48016,0.77764,0.65632,0.73356,0.46234,1.31077,1.15801,1.40207,0.009307,0.009307,0.009307
23,3024.59,1.43197,1.33167,1.46865,0.78134,0.65785,0.73637,0.46432,1.29937,1.14369,1.39255,0.009274,0.009274,0.009274
24,3154.26,1.4234,1.32461,1.46241,0.79212,0.65545,0.74276,0.4741,1.28105,1.12375,1.37874,0.009241,0.009241,0.009241
25,3281.45,1.41245,1.30415,1.44805,0.79026,0.66577,0.7484,0.4813,1.26663,1.09995,1.37278,0.009208,0.009208,0.009208
26,3407.32,1.4058,1.29132,1.44175,0.77821,0.67344,0.74621,0.47838,1.27572,1.10669,1.37123,0.009175,0.009175,0.009175
27,3534.81,1.39893,1.27999,1.4382,0.77601,0.69114,0.75806,0.49025,1.25761,1.09773,1.35826,0.009142,0.009142,0.009142
28,3661.09,1.3866,1.25614,1.43176,0.78337,0.67721,0.75404,0.49153,1.24697,1.07644,1.34617,0.009109,0.009109,0.009109
29,3786.93,1.3843,1.25096,1.42745,0.80469,0.6749,0.7599,0.49342,1.24716,1.058,1.34647,0.009076,0.009076,0.009076
30,3913.26,1.37961,1.24575,1.41909,0.80111,0.6851,0.7641,0.49829,1.23754,1.04494,1.33756,0.009043,0.009043,0.009043
31,4039.7,1.37328,1.22568,1.4118,0.80372,0.68559,0.76996,0.50223,1.23297,1.0329,1.33432,0.00901,0.00901,0.00901
32,4165.87,1.3633,1.21629,1.40999,0.80337,0.69283,0.77458,0.50805,1.2246,1.01933,1.32809,0.008977,0.008977,0.008977
33,4291.57,1.35952,1.22024,1.40124,0.81397,0.69088,0.775,0.51084,1.20949,1.00829,1.31482,0.008944,0.008944,0.008944
34,4417.68,1.35288,1.1998,1.39831,0.79678,0.69844,0.77623,0.51128,1.20683,1.00728,1.31703,0.008911,0.008911,0.008911
35,4550.84,1.35225,1.20087,1.39683,0.79328,0.70905,0.78123,0.51913,1.19764,0.99264,1.30605,0.008878,0.008878,0.008878
36,4689.17,1.34779,1.17898,1.39046,0.80735,0.7095,0.78524,0.52078,1.19386,0.98256,1.29999,0.008845,0.008845,0.008845
37,4826.27,1.33253,1.17613,1.38272,0.79788,0.71184,0.78316,0.51924,1.18893,0.98107,1.29685,0.008812,0.008812,0.008812
38,4955.82,1.33389,1.16292,1.3763,0.814,0.70637,0.78955,0.52644,1.18338,0.96966,1.28877,0.008779,0.008779,0.008779
39,5082.23,1.33127,1.16313,1.37332,0.82648,0.70612,0.79097,0.53007,1.174,0.96011,1.28215,0.008746,0.008746,0.008746
40,5208.75,1.32397,1.15908,1.37324,0.82181,0.71015,0.79231,0.53125,1.17596,0.95525,1.28688,0.008713,0.008713,0.008713
41,5335.55,1.31929,1.14618,1.36643,0.81738,0.70884,0.79095,0.53201,1.16637,0.95395,1.27387,0.00868,0.00868,0.00868
42,5462.05,1.31906,1.13845,1.36507,0.81958,0.71568,0.79384,0.53387,1.16789,0.94159,1.27505,0.008647,0.008647,0.008647
43,5588.47,1.31474,1.13448,1.3652,0.82009,0.71751,0.7978,0.53883,1.15885,0.93417,1.26988,0.008614,0.008614,0.008614
44,5715,1.31005,1.12094,1.35807,0.82038,0.71495,0.79451,0.53835,1.1571,0.92858,1.26905,0.008581,0.008581,0.008581
45,5841.24,1.3119,1.12605,1.35524,0.81369,0.7214,0.79813,0.54098,1.15733,0.92561,1.26766,0.008548,0.008548,0.008548
46,5967.47,1.30191,1.11186,1.34838,0.81916,0.72359,0.79998,0.54335,1.15149,0.92114,1.26202,0.008515,0.008515,0.008515
47,6093.76,1.29402,1.11553,1.34715,0.82003,0.72383,0.8018,0.5468,1.14327,0.91538,1.25757,0.008482,0.008482,0.008482
48,6220.19,1.29748,1.10124,1.34238,0.83567,0.71826,0.80299,0.54845,1.14041,0.91447,1.25484,0.008449,0.008449,0.008449
49,6346.73,1.28883,1.09178,1.33863,0.81695,0.73571,0.80287,0.5483,1.13702,0.90434,1.25253,0.008416,0.008416,0.008416
