epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,132.478,3.73201,4.51992,3.71786,0.00688,0.15496,0.00444,0.00102,3.28509,4.19692,3.22681,0.00332857,0.00332857,0.0700429
2,258.078,2.93819,3.73225,2.80978,0.26013,0.15079,0.09489,0.03314,2.43512,3.43219,2.49886,0.00663992,0.00663992,0.0400209
3,377.146,2.29034,2.991,2.23737,0.33262,0.27677,0.21784,0.08596,2.1142,2.85925,2.18437,0.00992927,0.00992927,0.00997689
4,494.16,2.02717,2.54778,1.98401,0.42711,0.36584,0.33643,0.15119,1.89055,2.26225,1.91871,0.009901,0.009901,0.009901
5,612.288,1.88324,2.27014,1.84044,0.52303,0.39961,0.40905,0.20037,1.7582,2.09976,1.79143,0.009868,0.009868,0.009868
6,729.996,1.80149,2.11128,1.76314,0.56566,0.44654,0.46976,0.24145,1.6651,1.93012,1.71545,0.009835,0.009835,0.009835
7,843.626,1.73759,1.98167,1.69803,0.64007,0.4664,0.51439,0.27125,1.63026,1.84592,1.64202,0.009802,0.009802,0.009802
8,957.035,1.69713,1.89865,1.65903,0.62645,0.51227,0.55196,0.29899,1.57919,1.75955,1.60777,0.009769,0.009769,0.009769
9,1069.6,1.66205,1.80501,1.62383,0.63814,0.5302,0.57093,0.31757,1.54106,1.65483,1.57708,0.009736,0.009736,0.009736
10,1183.14,1.63088,1.75632,1.59583,0.67743,0.53274,0.59611,0.32782,1.53905,1.63451,1.55413,0.009703,0.009703,0.009703
11,1296.53,1.59787,1.6982,1.5701,0.68086,0.56185,0.61687,0.35335,1.4713,1.53207,1.50816,0.00967,0.00967,0.00967
12,1409.13,1.57803,1.65978,1.5545,0.73071,0.56456,0.64596,0.37642,1.45533,1.47215,1.48438,0.009637,0.009637,0.009637
13,1521.54,1.55501,1.61414,1.53006,0.70778,0.5825,0.65006,0.38409,1.43441,1.42639,1.4648,0.009604,0.009604,0.009604
14,1634.3,1.54211,1.57994,1.51673,0.72272,0.57834,0.65509,0.38962,1.42399,1.41338,1.45718,0.009571,0.009571,0.009571
15,1746.52,1.52763,1.5591,1.50525,0.72741,0.59813,0.67265,0.40595,1.40292,1.35998,1.43785,0.009538,0.009538,0.009538
16,1860.17,1.50616,1.51568,1.48708,0.73167,0.59784,0.67003,0.40466,1.38545,1.35354,1.42587,0.009505,0.009505,0.009505
17,1972.04,1.49891,1.49063,1.47492,0.74062,0.61927,0.69359,0.42035,1.36204,1.30081,1.40225,0.009472,0.009472,0.009472
18,2084.79,1.48874,1.45075,1.46296,0.77577,0.60968,0.69873,0.42977,1.3515,1.27129,1.39271,0.009439,0.009439,0.009439
19,2197.58,1.47157,1.4298,1.45317,0.76593,0.62041,0.7026,0.43304,1.35957,1.26602,1.39337,0.009406,0.009406,0.009406
20,2309.01,1.46698,1.42128,1.44143,0.76278,0.63561,0.71053,0.44523,1.3224,1.21816,1.36136,0.009373,0.009373,0.009373
21,2421.96,1.45248,1.39638,1.43277,0.77757,0.63746,0.71202,0.44581,1.32078,1.23533,1.36285,0.00934,0.00934,0.00934
22,2532.79,1.44599,1.38945,1.42806,0.79127,0.63353,0.71986,0.4546,1.30447,1.20049,1.34879,0.009307,0.009307,0.009307
23,2644.97,1.44133,1.36134,1.41914,0.7949,0.63415,0.72378,0.45655,1.30714,1.19322,1.3485,0.009274,0.009274,0.009274
24,2758.28,1.43152,1.34937,1.4135,0.79495,0.63895,0.73036,0.46617,1.2898,1.16439,1.33643,0.009241,0.009241,0.009241
