epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,140.305,3.75246,4.52452,3.77568,0.01153,0.03547,0.0039,0.00094,3.36711,4.09625,3.35632,0.00332857,0.00332857,0.0700429
2,263.258,2.97313,3.69684,2.85108,0.16578,0.16124,0.09424,0.03381,2.45948,3.27088,2.53969,0.00663992,0.00663992,0.0400209
3,381.761,2.27531,2.94911,2.23909,0.36431,0.26689,0.20967,0.08036,2.11532,2.75385,2.19906,0.00992927,0.00992927,0.00997689
4,500.562,2.01778,2.53096,1.9828,0.47722,0.34804,0.34946,0.15741,1.8581,2.2849,1.92278,0.009901,0.009901,0.009901
5,618.199,1.87348,2.26003,1.8401,0.51433,0.41692,0.41036,0.19827,1.76211,2.04677,1.80341,0.009868,0.009868,0.009868
6,733.958,1.79688,2.11146,1.76864,0.57583,0.4335,0.46079,0.23853,1.66082,1.94906,1.71663,0.009835,0.009835,0.009835
7,850.959,1.73842,1.97909,1.70912,0.61644,0.46887,0.51113,0.26705,1.62114,1.83636,1.66088,0.009802,0.009802,0.009802
8,970.844,1.69315,1.88689,1.66987,0.61689,0.50596,0.5478,0.29424,1.5899,1.75061,1.63289,0.009769,0.009769,0.009769
9,1088.72,1.66118,1.80225,1.63506,0.66702,0.53446,0.58963,0.32586,1.53297,1.67363,1.59136,0.009736,0.009736,0.009736
10,1206.95,1.62718,1.75164,1.6072,0.67989,0.53537,0.6018,0.33365,1.53916,1.62494,1.5797,0.009703,0.009703,0.009703
11,1327.41,1.60222,1.69298,1.5866,0.69779,0.55872,0.6271,0.36169,1.46964,1.50321,1.51765,0.00967,0.00967,0.00967
12,1444.88,1.57982,1.65943,1.57207,0.70874,0.56939,0.6348,0.36962,1.46606,1.49916,1.50695,0.009637,0.009637,0.009637
13,1561.15,1.5603,1.60854,1.55001,0.7224,0.58327,0.65053,0.38492,1.44327,1.43238,1.49378,0.009604,0.009604,0.009604
14,1678.29,1.54613,1.58368,1.53961,0.71561,0.59471,0.66272,0.39272,1.43254,1.41066,1.48534,0.009571,0.009571,0.009571
15,1795.44,1.52968,1.55642,1.52284,0.73026,0.60615,0.67987,0.40771,1.41043,1.34913,1.46102,0.009538,0.009538,0.009538
16,1912.97,1.51242,1.51686,1.50966,0.73377,0.61325,0.67785,0.41089,1.3811,1.35609,1.43831,0.009505,0.009505,0.009505
17,2030.16,1.50226,1.48692,1.49648,0.73889,0.61766,0.6894,0.42102,1.36694,1.30618,1.42984,0.009472,0.009472,0.009472
18,2147,1.49114,1.45417,1.48723,0.74173,0.61473,0.69088,0.42369,1.36414,1.28585,1.42101,0.009439,0.009439,0.009439
19,2264.68,1.47588,1.43129,1.47674,0.75129,0.63129,0.70301,0.43433,1.35512,1.26016,1.41378,0.009406,0.009406,0.009406
20,2381.99,1.47078,1.4188,1.46654,0.76668,0.63667,0.71653,0.4457,1.33913,1.23528,1.39732,0.009373,0.009373,0.009373
21,2499.1,1.46,1.39725,1.46244,0.77796,0.63237,0.71378,0.44831,1.32716,1.21256,1.39657,0.00934,0.00934,0.00934
22,2616.68,1.4469,1.39034,1.4516,0.76754,0.64479,0.72077,0.45581,1.31086,1.18771,1.37677,0.009307,0.009307,0.009307
23,2735.58,1.44587,1.36357,1.44655,0.78248,0.63569,0.7228,0.45857,1.30938,1.182,1.37494,0.009274,0.009274,0.009274
24,2854.12,1.43818,1.35234,1.43581,0.79227,0.63932,0.72748,0.46465,1.28731,1.16592,1.36029,0.009241,0.009241,0.009241
25,2977.11,1.42249,1.32834,1.424,0.7915,0.65038,0.73688,0.47323,1.27835,1.13463,1.35302,0.009208,0.009208,0.009208
26,3094.06,1.4193,1.31826,1.42162,0.78732,0.65797,0.74269,0.47556,1.27081,1.12409,1.34795,0.009175,0.009175,0.009175
27,3211.33,1.41414,1.30385,1.41925,0.79035,0.66534,0.74541,0.47977,1.26514,1.11189,1.34431,0.009142,0.009142,0.009142
28,3326.36,1.39972,1.28084,1.40867,0.79718,0.66055,0.74658,0.48247,1.25576,1.10117,1.3349,0.009109,0.009109,0.009109
29,3454.7,1.4001,1.27595,1.40584,0.79954,0.67436,0.75579,0.48937,1.25429,1.08166,1.3321,0.009076,0.009076,0.009076
30,3576.43,1.39486,1.27125,1.40103,0.79161,0.67198,0.75088,0.49097,1.24472,1.07875,1.32596,0.009043,0.009043,0.009043
31,3695.36,1.38756,1.25068,1.39488,0.79706,0.67572,0.76025,0.49405,1.2424,1.06367,1.32282,0.00901,0.00901,0.00901
32,3814.24,1.37961,1.24259,1.39123,0.79216,0.68248,0.76353,0.49968,1.23474,1.04735,1.31448,0.008977,0.008977,0.008977
33,3931.15,1.37927,1.24565,1.3898,0.79675,0.69174,0.76823,0.50426,1.22525,1.03855,1.30738,0.008944,0.008944,0.008944
34,4048.68,1.37085,1.22506,1.38241,0.8051,0.68148,0.76608,0.50043,1.22363,1.04007,1.30251,0.008911,0.008911,0.008911
35,4165.83,1.37078,1.22565,1.38209,0.80501,0.68901,0.76918,0.50814,1.20987,1.02619,1.29293,0.008878,0.008878,0.008878
36,4287,1.3657,1.2075,1.37505,0.81007,0.68909,0.77199,0.50932,1.21067,1.01559,1.29132,0.008845,0.008845,0.008845
37,4403.53,1.35129,1.20267,1.36817,0.80502,0.69626,0.77387,0.51185,1.20601,1.0049,1.29062,0.008812,0.008812,0.008812
38,4520.8,1.35279,1.1936,1.36304,0.82081,0.69404,0.78141,0.51844,1.19618,1.00028,1.27877,0.008779,0.008779,0.008779
39,4636.4,1.35073,1.19116,1.36242,0.81793,0.69991,0.78029,0.52012,1.18776,0.99019,1.27671,0.008746,0.008746,0.008746
40,4754.6,1.33988,1.1829,1.35767,0.81909,0.70247,0.78186,0.52017,1.19299,0.9804,1.27767,0.008713,0.008713,0.008713
41,4868.45,1.33465,1.16683,1.35218,0.82203,0.6973,0.78471,0.5223,1.18195,0.97918,1.26812,0.00868,0.00868,0.00868
42,4978.94,1.33898,1.16704,1.35321,0.82408,0.70041,0.78364,0.5251,1.18347,0.9709,1.26845,0.008647,0.008647,0.008647
43,5089.95,1.33136,1.16148,1.34984,0.81346,0.70741,0.78767,0.53003,1.17323,0.95847,1.26175,0.008614,0.008614,0.008614
44,5202.07,1.32656,1.14499,1.34407,0.82222,0.71241,0.78664,0.52937,1.16758,0.95554,1.2556,0.008581,0.008581,0.008581
45,5313.84,1.33106,1.15019,1.344,0.82705,0.70219,0.79061,0.53066,1.1726,0.94518,1.2631,0.008548,0.008548,0.008548
46,5424.45,1.31821,1.13372,1.33397,0.81619,0.71267,0.79107,0.5351,1.16143,0.94241,1.25289,0.008515,0.008515,0.008515
47,5534.76,1.31194,1.13927,1.33348,0.8233,0.71297,0.79073,0.53416,1.16021,0.9397,1.25124,0.008482,0.008482,0.008482
48,5644.96,1.31054,1.1261,1.32669,0.83167,0.71313,0.79199,0.53655,1.15585,0.93619,1.2474,0.008449,0.008449,0.008449
49,5754.8,1.30684,1.11601,1.32496,0.82769,0.71224,0.79371,0.53938,1.15517,0.93432,1.24591,0.008416,0.008416,0.008416
50,5864.75,1.31,1.1194,1.32342,0.82489,0.71907,0.79652,0.54055,1.15063,0.92729,1.24076,0.008383,0.008383,0.008383
51,5975.91,1.3046,1.10974,1.32043,0.81719,0.72225,0.79514,0.541,1.14632,0.92089,1.23553,0.00835,0.00835,0.00835
52,6087.17,1.29992,1.10989,1.32326,0.82514,0.72532,0.79746,0.54285,1.13995,0.91738,1.23314,0.008317,0.008317,0.008317
53,6197.3,1.29776,1.09922,1.31667,0.83306,0.72422,0.80081,0.54636,1.13487,0.9128,1.2289,0.008284,0.008284,0.008284
54,6307.48,1.29386,1.10016,1.31299,0.82723,0.72662,0.79971,0.54655,1.13277,0.9077,1.22871,0.008251,0.008251,0.008251
55,6418.42,1.29201,1.0873,1.31523,0.83387,0.72603,0.80344,0.55173,1.12665,0.90068,1.22289,0.008218,0.008218,0.008218
56,6528.73,1.2943,1.08813,1.31459,0.83754,0.72528,0.80533,0.55265,1.12573,0.89742,1.22023,0.008185,0.008185,0.008185
57,6639.03,1.28866,1.08133,1.30666,0.83642,0.72756,0.80489,0.55406,1.11989,0.89289,1.21593,0.008152,0.008152,0.008152
58,6749.8,1.28818,1.07473,1.30402,0.8348,0.7339,0.80743,0.55562,1.11912,0.88856,1.2149,0.008119,0.008119,0.008119
