epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,114.934,3.71888,4.52218,3.73511,0.00386,0.00538,0.00107,0.0002,3.416,4.6389,3.77546,0.00332653,0.00332653,0.0700612
2,218.36,3.23815,3.92879,3.09025,0.30859,0.09232,0.05848,0.01961,2.694,3.66153,2.79515,0.00663789,0.00663789,0.0400392
3,316.908,2.53356,3.23717,2.53431,0.23559,0.20647,0.1391,0.05133,2.33158,3.16324,2.47777,0.00992724,0.00992724,0.00999527
4,413.453,2.16087,2.7522,2.18504,0.37255,0.31545,0.27852,0.11522,2.02307,2.53868,2.14977,0.009901,0.009901,0.009901
5,509.567,1.97757,2.46147,2.00581,0.44067,0.36707,0.34935,0.15248,1.88649,2.35197,2.00166,0.009868,0.009868,0.009868
6,605.776,1.88161,2.26306,1.90555,0.51562,0.42555,0.42541,0.19833,1.80301,2.115,1.90541,0.009835,0.009835,0.009835
7,700.817,1.81845,2.12079,1.82738,0.57858,0.43551,0.46312,0.22728,1.73472,2.00347,1.82775,0.009802,0.009802,0.009802
8,796.005,1.78167,2.04738,1.79138,0.60218,0.46382,0.4864,0.24096,1.70007,1.92393,1.79245,0.009769,0.009769,0.009769
9,891.501,1.74205,1.95018,1.75131,0.57796,0.47532,0.50143,0.26052,1.64799,1.91048,1.73172,0.009736,0.009736,0.009736
10,986.942,1.71026,1.88533,1.7244,0.6218,0.50271,0.54872,0.29177,1.60644,1.78765,1.71085,0.009703,0.009703,0.009703
11,1082.69,1.67194,1.82441,1.69878,0.63,0.52251,0.55668,0.30075,1.57909,1.72309,1.67634,0.00967,0.00967,0.00967
12,1177.81,1.64894,1.7727,1.67123,0.65045,0.54138,0.5838,0.32323,1.54402,1.65624,1.63959,0.009637,0.009637,0.009637
13,1273.02,1.63235,1.73292,1.65576,0.67622,0.53443,0.59661,0.33196,1.53624,1.63266,1.62343,0.009604,0.009604,0.009604
14,1367.93,1.61351,1.68878,1.62725,0.67629,0.54242,0.60104,0.33962,1.52689,1.6211,1.62528,0.009571,0.009571,0.009571
15,1463.02,1.58817,1.66033,1.60967,0.67093,0.56027,0.61383,0.35247,1.49587,1.59348,1.58947,0.009538,0.009538,0.009538
16,1557.87,1.57103,1.61612,1.5979,0.69506,0.57397,0.634,0.364,1.47831,1.51786,1.57293,0.009505,0.009505,0.009505
17,1652.37,1.55142,1.58508,1.584,0.68848,0.59367,0.64093,0.37248,1.46363,1.48544,1.57058,0.009472,0.009472,0.009472
18,1747.75,1.5445,1.55742,1.57379,0.71553,0.59062,0.65316,0.38545,1.45341,1.46469,1.54118,0.009439,0.009439,0.009439
19,1842.19,1.53293,1.53042,1.55314,0.72758,0.60424,0.67123,0.40431,1.42359,1.39753,1.52091,0.009406,0.009406,0.009406
20,1937.22,1.51884,1.50629,1.55125,0.73788,0.60497,0.67654,0.4081,1.41687,1.38405,1.50738,0.009373,0.009373,0.009373
21,2031.93,1.50866,1.49033,1.54155,0.74293,0.60494,0.67498,0.40321,1.41304,1.38324,1.50978,0.00934,0.00934,0.00934
22,2127.07,1.49981,1.47086,1.53193,0.75419,0.60966,0.69092,0.41918,1.40596,1.35632,1.49862,0.009307,0.009307,0.009307
23,2221.77,1.48429,1.44683,1.514,0.74452,0.62008,0.68863,0.41882,1.39121,1.33168,1.482,0.009274,0.009274,0.009274
24,2316.56,1.48848,1.43226,1.5109,0.73592,0.62251,0.69047,0.42544,1.36772,1.34251,1.4636,0.009241,0.009241,0.009241
25,2411.56,1.47863,1.42027,1.49999,0.746,0.62228,0.69711,0.43108,1.3676,1.3036,1.46832,0.009208,0.009208,0.009208
26,2506.28,1.46739,1.40512,1.49696,0.72784,0.63692,0.69673,0.4295,1.35884,1.29452,1.45823,0.009175,0.009175,0.009175
27,2601.17,1.45374,1.37955,1.48088,0.75774,0.64386,0.71225,0.44145,1.35633,1.27488,1.44753,0.009142,0.009142,0.009142
28,2695.96,1.44584,1.3683,1.47825,0.76625,0.64183,0.71587,0.4445,1.34553,1.24793,1.44957,0.009109,0.009109,0.009109
29,2790.58,1.4381,1.34488,1.46999,0.76355,0.6468,0.72052,0.45261,1.33354,1.23193,1.43324,0.009076,0.009076,0.009076
30,2885.5,1.42788,1.33264,1.4593,0.76428,0.65704,0.72528,0.45624,1.32434,1.21288,1.4219,0.009043,0.009043,0.009043
