epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,155.489,3.49906,4.20617,3.16222,0.47546,0.06243,0.04134,0.01335,2.88786,4.09516,2.74669,0.00332857,0.00332857,0.0700429
2,300.46,2.66304,3.48343,2.48547,0.26842,0.17103,0.1227,0.0457,2.32157,3.1315,2.33832,0.00663992,0.00663992,0.0400209
3,437.615,2.24205,2.90296,2.13707,0.31892,0.27071,0.21149,0.08262,2.14087,2.78795,2.17353,0.00992927,0.00992927,0.00997689
4,572.062,2.03739,2.53498,1.95084,0.42593,0.35648,0.3359,0.15048,1.91887,2.38726,1.94155,0.009901,0.009901,0.009901
5,707.484,1.89895,2.27184,1.82642,0.5044,0.41056,0.41598,0.20041,1.77334,2.11125,1.80321,0.009868,0.009868,0.009868
6,841.035,1.818,2.1263,1.76012,0.59741,0.4328,0.46583,0.235,1.69907,1.97944,1.72191,0.009835,0.009835,0.009835
7,974.349,1.75719,2.00402,1.70303,0.59151,0.45664,0.4849,0.24828,1.64644,1.91232,1.66896,0.009802,0.009802,0.009802
8,1109.4,1.72276,1.9229,1.67599,0.62719,0.50149,0.54834,0.28872,1.59818,1.78699,1.63056,0.009769,0.009769,0.009769
9,1244.86,1.68932,1.84404,1.64548,0.65839,0.49064,0.55168,0.29648,1.57917,1.76903,1.61603,0.009736,0.009736,0.009736
10,1379.17,1.65728,1.78463,1.62182,0.67706,0.5415,0.59949,0.32716,1.57321,1.62456,1.59356,0.009703,0.009703,0.009703
11,1513.36,1.63058,1.73148,1.59869,0.68325,0.52958,0.5951,0.33011,1.54238,1.61481,1.57019,0.00967,0.00967,0.00967
12,1647.86,1.61136,1.69884,1.58933,0.69427,0.57085,0.63137,0.36114,1.49444,1.51652,1.53925,0.009637,0.009637,0.009637
13,1781.83,1.59087,1.65334,1.56941,0.70738,0.57365,0.64215,0.37196,1.48124,1.48419,1.52304,0.009604,0.009604,0.009604
14,1916.27,1.57712,1.6283,1.56075,0.71042,0.57863,0.64607,0.37177,1.47563,1.48747,1.52873,0.009571,0.009571,0.009571
15,2050.35,1.56035,1.59986,1.54536,0.71798,0.59125,0.66313,0.39093,1.43413,1.42013,1.49409,0.009538,0.009538,0.009538
