epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,249.577,3.66882,4.30584,2.90934,4e-05,0.017,1e-05,0,3.61111,inf,2.85805,0.000332857,0.000332857,0.0670471
2,419.307,3.60819,4.24928,2.79238,2e-05,0.00345,0,0,3.61015,inf,2.84875,0.000633214,0.000633214,0.0340142
3,558.75,3.56454,4.18959,2.76539,0.20058,0.00218,5e-05,1e-05,3.59771,inf,2.83442,0.000900571,0.000900571,0.00094819
4,821.929,3.55364,4.15289,2.75905,0,0.00066,0,0,3.69691,inf,2.92096,0.0008515,0.0008515,0.0008515
5,995.564,3.54497,4.11967,2.75985,3e-05,0.01079,1e-05,0,3.71104,inf,2.89233,0.000802,0.000802,0.000802
6,1132.5,3.54279,4.0962,2.76841,9e-05,0.00777,1e-05,0,3.56544,inf,2.81802,0.0007525,0.0007525,0.0007525
7,1271.34,3.5391,4.07519,2.76439,0.00021,0.01353,3e-05,1e-05,3.6774,inf,2.88277,0.000703,0.000703,0.000703
8,1396.56,3.54449,4.06243,2.76827,0,0.00066,0,0,3.73454,inf,2.89016,0.0006535,0.0006535,0.0006535
9,1573.29,3.53773,4.04129,2.76019,0.00024,0.01087,0.00016,4e-05,3.6841,inf,2.87572,0.000604,0.000604,0.000604
10,1676.07,3.53076,4.03018,2.76376,0.00032,0.02913,5e-05,1e-05,3.68362,4.97764,2.81839,0.0005545,0.0005545,0.0005545
11,1900.13,3.56511,4.25361,2.84686,0.20047,0.00631,2e-05,0,3.53491,inf,2.89053,0.000505,0.000505,0.000505
12,2006.22,3.54302,4.208,2.8809,6e-05,0.01172,1e-05,0,3.92968,inf,3.09687,0.0004555,0.0004555,0.0004555
13,2101.6,3.53789,4.19425,2.90273,0.50081,0.001,5e-05,1e-05,3.62745,7.39153,2.92372,0.000406,0.000406,0.000406
14,2222.66,3.53159,4.18317,2.90572,0.00139,0.01426,0.00023,5e-05,3.52061,9.55407,2.90575,0.0003565,0.0003565,0.0003565
15,2310.38,3.53015,4.17131,2.90649,0.50665,0.00226,0.00096,0.00021,3.50886,4.43584,2.88519,0.000307,0.000307,0.000307
16,2399.88,3.53059,4.1595,2.90033,0.60466,0.00192,0.00085,0.00021,3.56472,4.85859,2.90221,0.0002575,0.0002575,0.0002575
17,2486.83,3.5379,4.15092,2.90318,0.60714,0.00201,0.00076,0.00019,3.53028,4.93075,2.87087,0.000208,0.000208,0.000208
18,2608.97,3.53371,4.15177,2.90815,0.24667,0.00059,0.00072,0.00018,3.76643,inf,3.05418,0.0001585,0.0001585,0.0001585
19,2698,3.52981,4.1483,2.9098,0.60515,0.00151,0.00087,0.00027,3.52851,4.72793,2.87047,0.000109,0.000109,0.000109
20,2786.63,3.53386,4.14708,2.9073,0.00354,0.13276,0.00219,0.00056,3.51049,4.07167,2.88016,5.95e-05,5.95e-05,5.95e-05
