epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,125.25,3.77206,4.6188,3.94681,0.00193,0.11317,0.00079,0.00017,3.56954,4.2785,3.74036,0.000166429,0.000166429,0.0668807
2,239.57,3.78955,4.46819,3.61485,0.0023,0.12019,0.00059,0.00012,3.55808,4.2139,3.55456,0.000329798,0.000329798,0.0337107
3,351.732,3.76966,4.40295,3.47278,0.00258,0.14374,0.0009,0.00018,3.54034,4.17868,3.46414,0.000489867,0.000489867,0.000537486
4,462.671,3.73743,4.32236,3.40466,0.01723,0.01257,0.00542,0.00153,3.47356,4.08222,3.38352,0.00048515,0.00048515,0.00048515
5,575.065,3.64326,4.20793,3.34119,0.22326,0.03,0.0129,0.00351,3.33551,3.9953,3.29251,0.0004802,0.0004802,0.0004802
6,688.547,3.43901,4.1114,3.26544,0.15042,0.04897,0.02459,0.00815,3.08438,3.86179,3.1705,0.00047525,0.00047525,0.00047525
7,802.481,3.22893,3.972,3.14782,0.21884,0.08108,0.04863,0.01536,2.87944,3.70922,3.01867,0.0004703,0.0004703,0.0004703
8,915.97,3.04127,3.80137,2.99181,0.30962,0.09717,0.06146,0.0206,2.76478,3.52853,2.90233,0.00046535,0.00046535,0.00046535
9,1028.5,2.88961,3.64978,2.8594,0.23722,0.12111,0.07703,0.02665,2.6368,3.38433,2.79175,0.0004604,0.0004604,0.0004604
10,1141.48,2.74942,3.50984,2.7457,0.1718,0.15222,0.09566,0.03437,2.54301,3.26002,2.707,0.00045545,0.00045545,0.00045545
11,1254.39,2.63959,3.3869,2.65609,0.20616,0.15809,0.11442,0.04093,2.47211,3.14795,2.64708,0.0004505,0.0004505,0.0004505
12,1367.89,2.55732,3.291,2.59025,0.20955,0.20311,0.13069,0.04797,2.40443,3.06778,2.57518,0.00044555,0.00044555,0.00044555
13,1479.43,2.47185,3.19291,2.50423,0.22658,0.20905,0.14284,0.05469,2.35035,3.0002,2.52582,0.0004406,0.0004406,0.0004406
14,1590.82,2.42129,3.11404,2.4557,0.25659,0.22241,0.16384,0.06407,2.30441,2.89002,2.48745,0.00043565,0.00043565,0.00043565
15,1702.39,2.36726,3.04127,2.40725,0.27384,0.23333,0.17877,0.07114,2.25674,2.83212,2.44175,0.0004307,0.0004307,0.0004307
16,1816.44,2.31694,2.96868,2.35841,0.26953,0.25641,0.1938,0.07729,2.20036,2.82272,2.39012,0.00042575,0.00042575,0.00042575
17,1928.42,2.274,2.89591,2.31093,0.30361,0.268,0.21597,0.08599,2.1753,2.7304,2.3689,0.0004208,0.0004208,0.0004208
