epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,203.986,3.67096,4.3937,3.54671,0.01777,0.05632,0.00437,0.00104,3.21265,4.0804,3.14418,0.00332857,0.00332857,0.0700429
2,384.88,2.85683,3.55783,2.75516,0.22328,0.16671,0.09545,0.03523,2.50617,3.27428,2.56477,0.00663992,0.00663992,0.0400209
3,560.169,2.26555,2.84073,2.24955,0.44817,0.29123,0.27201,0.1113,2.05589,2.52704,2.15859,0.00992927,0.00992927,0.00997689
4,735.204,1.98434,2.4179,1.98529,0.49019,0.39891,0.38889,0.18271,1.83101,2.18928,1.90971,0.009901,0.009901,0.009901
5,912.159,1.84375,2.15918,1.84817,0.56109,0.43305,0.45262,0.22622,1.71554,1.9884,1.79812,0.009868,0.009868,0.009868
6,1089.28,1.75829,2.0032,1.76403,0.59971,0.46835,0.50128,0.26285,1.6569,1.80521,1.73489,0.009835,0.009835,0.009835
7,1264.87,1.69702,1.87687,1.70411,0.63973,0.47563,0.52478,0.28255,1.60064,1.78486,1.68569,0.009802,0.009802,0.009802
8,1441.9,1.65963,1.79392,1.66356,0.65827,0.54628,0.59435,0.32869,1.53601,1.62224,1.62135,0.009769,0.009769,0.009769
9,1619.19,1.63047,1.7103,1.63426,0.67119,0.55273,0.60687,0.34349,1.50753,1.57294,1.58924,0.009736,0.009736,0.009736
10,1795.81,1.59849,1.65591,1.60364,0.70547,0.56166,0.62609,0.35634,1.50508,1.50541,1.57331,0.009703,0.009703,0.009703
11,1972.73,1.56728,1.59322,1.57944,0.69063,0.5837,0.63855,0.3735,1.46342,1.45056,1.5374,0.00967,0.00967,0.00967
12,2150.07,1.54875,1.56143,1.56857,0.73824,0.60187,0.67351,0.40459,1.41149,1.36835,1.48772,0.009637,0.009637,0.009637
13,2327.83,1.5252,1.51836,1.54321,0.73123,0.6106,0.67483,0.40255,1.41907,1.3683,1.49143,0.009604,0.009604,0.009604
14,2504.34,1.51389,1.48686,1.53389,0.72729,0.60966,0.67279,0.40622,1.40645,1.3469,1.48917,0.009571,0.009571,0.009571
15,2681.01,1.49839,1.46212,1.5186,0.74334,0.62925,0.69972,0.43127,1.37267,1.27334,1.46196,0.009538,0.009538,0.009538
16,2857.87,1.4797,1.42517,1.50463,0.76325,0.60814,0.69451,0.42835,1.36463,1.2688,1.4525,0.009505,0.009505,0.009505
17,3034.12,1.47275,1.40296,1.49374,0.75766,0.63679,0.71151,0.44285,1.34034,1.23379,1.43105,0.009472,0.009472,0.009472
18,3210.52,1.46167,1.36805,1.48518,0.76953,0.64657,0.72004,0.44754,1.33041,1.20715,1.41674,0.009439,0.009439,0.009439
19,3387.64,1.44235,1.34663,1.47306,0.76618,0.65118,0.72955,0.46169,1.31335,1.16074,1.39854,0.009406,0.009406,0.009406
20,3565.72,1.44159,1.33746,1.46516,0.77744,0.64396,0.72792,0.46051,1.30409,1.15723,1.39681,0.009373,0.009373,0.009373
21,3742.59,1.42498,1.31213,1.45716,0.79599,0.65289,0.73685,0.47021,1.28751,1.14513,1.38341,0.00934,0.00934,0.00934
